boilerSize,radiatorType,radiator,toilet,toileType,washbasin,washbasinType,bathhub,bathhubType,showerCabin,showerCabinType,Bidet,BidetType,waterHeater,waterHeaterType,sinkTypeQuality,sinkCategorie,cost,time
medium,FONDITAL_ARDENTE_C2,7,0,Wall-Hung,0,Countertop,1,Standard,2,Basic_Enclosure,1,Wall-Hung,0,Electric-30liters,high,single,394666,43
medium,FONDITAL_ARDENTE_C2,13,1,Wall-Hung,2,Countertop,2,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,high,double,711001,66
small,GLOBAL_ISEO_350,6,3,One-Piece,2,Countertop,0,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,Electric-30liters,high,double,1125605,58
big,Primavera_H500,13,0,Basic-Ceramic,0,Wall-Mounted,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,single,712251,46
big,GLOBAL_ISEO_350,7,3,Wall-Hung,3,Countertop,0,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,poor,double,1122413,53
small,FONDITAL_ARDENTE_C2,9,1,One-Piece,2,Countertop,1,Luxury,1,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,single,623490,51
medium,Samochauf_SAHD,6,0,Basic-Ceramic,2,Countertop,1,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,high,double,303971,32
medium,COPA_Aluminium,2,0,Wall-Hung,3,Countertop,1,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,361725,31
big,GLOBAL_ISEO_350,3,1,Wall-Hung,3,Wall-Mounted,0,Standard,0,Basic_Enclosure,2,Wall-Hung,1,GAS-11liters,poor,double,508899,21
small,Samochauf_SAHD,15,3,One-Piece,2,Countertop,2,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-6liters,poor,single,815138,81
small,GLOBAL_ISEO_350,14,0,Wall-Hung,0,Countertop,2,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,0,Electric-50liters,high,double,1852071,67
big,GLOBAL_ISEO_350,5,3,Basic-Ceramic,0,Pedestal,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,high,double,716885,25
medium,FONDITAL_ARDENTE_C2,14,3,Wall-Hung,3,Pedestal,2,Standard,2,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,920439,82
medium,FONDITAL_ARDENTE_C2,15,0,Basic-Ceramic,2,Countertop,0,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,high,double,547384,54
small,COPA_Aluminium,5,3,Wall-Hung,3,Pedestal,2,Luxury,1,Basic_Enclosure,1,Wall-Hung,2,Electric-50liters,poor,single,646231,49
small,Primavera_H500,8,1,One-Piece,0,Wall-Mounted,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,poor,double,685638,53
big,GLOBAL_ISEO_350,15,0,Wall-Hung,3,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,1974775,78
big,Helyos_Evo,2,0,Wall-Hung,3,Wall-Mounted,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,GAS-6liters,high,double,270569,26
big,Sira_Alice_Royal,8,0,Wall-Hung,1,Countertop,2,Luxury,2,Basic_Enclosure,1,Wall-Hung,0,GAS-11liters,poor,single,541551,48
big,FONDITAL_ARDENTE_C2,15,3,One-Piece,3,Pedestal,1,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-30liters,poor,double,853144,81
big,COPA_Aluminium,0,2,One-Piece,2,Wall-Mounted,2,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,high,single,223134,22
small,FONDITAL_ARDENTE_C2,4,2,Wall-Hung,1,Pedestal,1,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,poor,single,566190,37
medium,Primavera_H500,5,3,One-Piece,3,Wall-Mounted,2,Standard,1,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,Electric-30liters,high,double,489811,40
medium,Primavera_H500,4,2,One-Piece,2,Wall-Mounted,0,Standard,1,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,poor,double,377185,29
big,FONDITAL_ARDENTE_C2,0,1,Wall-Hung,2,Countertop,0,Luxury,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,227171,20
big,FONDITAL_ARDENTE_C2,2,2,Basic-Ceramic,0,Countertop,1,Luxury,0,Luxury_Enclosure,0,Wall-Hung,0,Electric-50liters,high,single,195500,15
medium,FONDITAL_ARDENTE_C2,1,1,Basic-Ceramic,3,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Wall-Hung,2,GAS-11liters,high,single,535487,37
medium,FONDITAL_ARDENTE_C2,7,3,Wall-Hung,0,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,high,single,503611,44
small,FONDITAL_ARDENTE_C2,1,2,Basic-Ceramic,2,Countertop,1,Luxury,1,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,high,double,430551,33
big,Sira_Alice_Royal,6,1,Wall-Hung,2,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-6liters,poor,single,635974,48
small,Primavera_H500,7,0,Basic-Ceramic,3,Countertop,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,583962,47
big,COPA_Aluminium,8,0,Basic-Ceramic,0,Countertop,0,Standard,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,high,double,410799,33
small,Helyos_Evo,11,3,Wall-Hung,0,Countertop,1,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-6liters,poor,double,570180,52
medium,FONDITAL_ARDENTE_C2,12,1,Basic-Ceramic,1,Pedestal,0,Luxury,1,Luxury_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,604621,55
medium,FONDITAL_ARDENTE_C2,10,1,One-Piece,2,Pedestal,0,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,poor,single,435480,36
medium,COPA_Aluminium,8,3,Basic-Ceramic,1,Countertop,0,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,1,Electric-50liters,poor,double,579231,47
big,FONDITAL_ARDENTE_C2,16,1,Basic-Ceramic,1,Wall-Mounted,0,Standard,1,Basic_Enclosure,2,Wall-Hung,2,GAS-11liters,poor,single,740491,70
big,FONDITAL_ARDENTE_C2,0,3,Basic-Ceramic,0,Countertop,0,Standard,2,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-11liters,high,double,334474,18
big,GLOBAL_ISEO_350,7,3,Wall-Hung,2,Pedestal,1,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,1,GAS-11liters,poor,single,1002929,36
medium,FONDITAL_ARDENTE_C2,0,0,Basic-Ceramic,0,Wall-Mounted,1,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,poor,double,65763,5
small,COPA_Aluminium,6,1,One-Piece,0,Wall-Mounted,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,high,single,539771,34
big,Samochauf_SAHD,8,3,Wall-Hung,1,Pedestal,0,Luxury,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,high,double,514550,48
big,COPA_Aluminium,11,1,Basic-Ceramic,1,Pedestal,0,Luxury,0,Basic_Enclosure,2,Wall-Hung,0,Electric-50liters,high,single,329093,47
medium,COPA_Aluminium,12,2,One-Piece,3,Wall-Mounted,1,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,Electric-30liters,poor,double,526781,59
medium,COPA_Aluminium,16,0,Wall-Hung,1,Pedestal,1,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,double,715305,74
big,Samochauf_SAHD,0,0,One-Piece,1,Pedestal,1,Standard,2,Luxury_Enclosure,2,Wall-Hung,1,Electric-30liters,high,double,358609,23
medium,Primavera_H500,8,1,Basic-Ceramic,3,Wall-Mounted,1,Luxury,2,Basic_Enclosure,2,Wall-Hung,0,Electric-50liters,poor,double,615536,47
big,COPA_Aluminium,8,1,Wall-Hung,1,Pedestal,0,Standard,0,Basic_Enclosure,2,Wall-Hung,2,Electric-30liters,poor,single,338248,32
medium,Sira_Alice_Royal,3,1,Wall-Hung,0,Pedestal,0,Luxury,1,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,high,double,332338,26
big,Helyos_Evo,15,3,Basic-Ceramic,1,Countertop,2,Luxury,2,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,high,single,914916,74
small,Sira_Alice_Royal,14,1,Basic-Ceramic,3,Pedestal,0,Luxury,1,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,poor,single,564689,41
big,Samochauf_SAHD,8,1,One-Piece,3,Countertop,0,Luxury,1,Luxury_Enclosure,1,Wall-Hung,1,GAS-6liters,high,double,573098,54
big,COPA_Aluminium,14,1,Basic-Ceramic,1,Pedestal,1,Luxury,1,Basic_Enclosure,1,Wall-Hung,0,Electric-30liters,poor,double,547150,43
small,GLOBAL_ISEO_350,14,3,Wall-Hung,2,Wall-Mounted,1,Standard,0,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,double,1812915,76
big,Sira_Alice_Royal,12,3,One-Piece,3,Pedestal,2,Luxury,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-6liters,high,double,763833,58
medium,GLOBAL_ISEO_350,16,0,Basic-Ceramic,0,Countertop,2,Standard,0,Luxury_Enclosure,0,Bidet-Mixer-Tap,1,GAS-6liters,high,double,1842407,44
small,Samochauf_SAHD,3,2,One-Piece,3,Wall-Mounted,2,Standard,1,Basic_Enclosure,2,Bidet-Mixer-Tap,2,GAS-6liters,high,single,435737,35
big,COPA_Aluminium,3,2,Wall-Hung,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,1,Wall-Hung,2,Electric-50liters,high,single,398721,41
big,COPA_Aluminium,11,1,Basic-Ceramic,2,Wall-Mounted,1,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,1,Electric-30liters,poor,double,386088,38
medium,Primavera_H500,0,0,Wall-Hung,2,Countertop,0,Standard,2,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-11liters,poor,single,340220,32
small,FONDITAL_ARDENTE_C2,15,0,Basic-Ceramic,2,Pedestal,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,2,GAS-6liters,poor,single,667614,48
big,Primavera_H500,13,1,One-Piece,0,Pedestal,0,Luxury,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,high,single,760571,62
medium,FONDITAL_ARDENTE_C2,12,2,Basic-Ceramic,2,Countertop,0,Luxury,2,Basic_Enclosure,2,Wall-Hung,0,GAS-6liters,high,single,602560,58
medium,Primavera_H500,11,0,Basic-Ceramic,1,Countertop,0,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,poor,double,527663,44
big,FONDITAL_ARDENTE_C2,6,1,Basic-Ceramic,3,Wall-Mounted,0,Standard,1,Basic_Enclosure,2,Wall-Hung,0,Electric-30liters,poor,single,332231,34
big,Primavera_H500,1,1,Wall-Hung,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,high,double,357481,28
small,FONDITAL_ARDENTE_C2,12,3,Wall-Hung,1,Pedestal,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,high,double,772186,53
medium,Helyos_Evo,8,0,Wall-Hung,2,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,459657,32
big,Sira_Alice_Royal,6,2,Basic-Ceramic,0,Pedestal,2,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,double,483706,32
small,GLOBAL_ISEO_350,6,3,Wall-Hung,1,Pedestal,2,Standard,1,Basic_Enclosure,0,Wall-Hung,0,Electric-50liters,poor,single,895135,35
big,GLOBAL_ISEO_350,10,3,Basic-Ceramic,0,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,poor,double,1407210,40
medium,GLOBAL_ISEO_350,14,2,Basic-Ceramic,3,Countertop,2,Standard,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,2055623,71
big,Helyos_Evo,4,3,Basic-Ceramic,0,Pedestal,1,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,2,Electric-30liters,poor,double,400428,32
medium,Sira_Alice_Royal,16,2,Basic-Ceramic,3,Countertop,1,Luxury,0,Luxury_Enclosure,2,Wall-Hung,0,Electric-50liters,poor,double,749790,57
big,GLOBAL_ISEO_350,13,0,Wall-Hung,2,Countertop,1,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,poor,double,1768557,63
small,Samochauf_SAHD,2,0,One-Piece,2,Countertop,1,Standard,2,Basic_Enclosure,2,Wall-Hung,2,Electric-50liters,poor,single,474622,35
big,Samochauf_SAHD,10,1,Wall-Hung,3,Pedestal,0,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,1,Electric-50liters,high,double,443260,49
small,GLOBAL_ISEO_350,2,2,One-Piece,0,Wall-Mounted,2,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,poor,single,378286,20
small,Sira_Alice_Royal,4,2,One-Piece,1,Wall-Mounted,0,Standard,1,Basic_Enclosure,0,Wall-Hung,2,GAS-6liters,poor,single,342956,28
medium,FONDITAL_ARDENTE_C2,14,3,Wall-Hung,3,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,1,Wall-Hung,0,Electric-50liters,high,single,852514,55
big,Primavera_H500,5,1,One-Piece,3,Pedestal,0,Standard,1,Basic_Enclosure,1,Wall-Hung,1,GAS-6liters,poor,single,363729,35
small,FONDITAL_ARDENTE_C2,0,1,One-Piece,0,Pedestal,0,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,high,double,237742,18
medium,Primavera_H500,9,3,Basic-Ceramic,1,Wall-Mounted,1,Standard,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,high,single,672627,43
medium,GLOBAL_ISEO_350,9,1,Basic-Ceramic,3,Pedestal,2,Luxury,0,Basic_Enclosure,2,Bidet-Mixer-Tap,0,GAS-6liters,high,double,1272017,48
small,GLOBAL_ISEO_350,7,2,One-Piece,0,Countertop,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,1,Electric-30liters,poor,single,1001401,42
small,Helyos_Evo,2,1,One-Piece,1,Pedestal,2,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,Electric-30liters,high,single,353918,34
medium,Sira_Alice_Royal,7,2,Basic-Ceramic,1,Pedestal,0,Luxury,1,Basic_Enclosure,2,Wall-Hung,0,Electric-30liters,poor,double,449258,38
big,Helyos_Evo,14,0,Basic-Ceramic,2,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,2,Wall-Hung,0,GAS-11liters,high,double,819583,59
big,COPA_Aluminium,10,1,Wall-Hung,3,Wall-Mounted,1,Standard,0,Basic_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,high,single,371784,34
small,Primavera_H500,4,1,Wall-Hung,1,Pedestal,0,Standard,0,Luxury_Enclosure,1,Wall-Hung,0,Electric-50liters,high,single,219964,19
medium,Primavera_H500,3,2,One-Piece,3,Pedestal,0,Luxury,0,Basic_Enclosure,1,Wall-Hung,0,GAS-6liters,poor,single,208451,25
medium,COPA_Aluminium,12,2,Basic-Ceramic,3,Countertop,1,Luxury,1,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,Electric-50liters,high,double,707146,67
big,FONDITAL_ARDENTE_C2,16,0,One-Piece,2,Pedestal,2,Standard,0,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,GAS-11liters,poor,double,671847,50
small,Samochauf_SAHD,3,2,Basic-Ceramic,3,Pedestal,2,Luxury,0,Luxury_Enclosure,0,Wall-Hung,2,GAS-11liters,high,single,437196,38
medium,Primavera_H500,0,0,Basic-Ceramic,3,Countertop,2,Luxury,2,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,single,512089,34
small,COPA_Aluminium,13,2,One-Piece,1,Wall-Mounted,0,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,high,double,536313,44
small,Primavera_H500,11,3,Basic-Ceramic,1,Pedestal,2,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,poor,double,586862,42
big,Samochauf_SAHD,11,0,One-Piece,3,Countertop,1,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,high,double,545218,50
small,GLOBAL_ISEO_350,15,2,One-Piece,3,Countertop,1,Luxury,0,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,poor,double,1911982,71
small,Sira_Alice_Royal,8,0,Basic-Ceramic,3,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,double,802046,57
small,COPA_Aluminium,1,2,Wall-Hung,3,Countertop,2,Standard,0,Luxury_Enclosure,2,Wall-Hung,1,GAS-6liters,high,single,386497,33
small,Helyos_Evo,7,1,One-Piece,0,Wall-Mounted,0,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,poor,single,354623,32
big,Samochauf_SAHD,2,2,Basic-Ceramic,3,Pedestal,2,Luxury,1,Basic_Enclosure,1,Bidet-Mixer-Tap,2,GAS-6liters,poor,double,404688,33
medium,FONDITAL_ARDENTE_C2,8,0,Wall-Hung,2,Wall-Mounted,2,Standard,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,1,GAS-11liters,high,double,402403,41
big,COPA_Aluminium,1,1,Basic-Ceramic,3,Pedestal,0,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,poor,single,214962,18
big,Helyos_Evo,15,3,Basic-Ceramic,0,Countertop,0,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,611894,44
small,Helyos_Evo,3,0,One-Piece,3,Wall-Mounted,2,Luxury,2,Luxury_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,poor,double,600059,45
small,Sira_Alice_Royal,0,1,One-Piece,0,Wall-Mounted,2,Luxury,0,Basic_Enclosure,1,Bidet-Mixer-Tap,1,GAS-6liters,poor,double,248387,22
big,Primavera_H500,16,1,One-Piece,1,Countertop,0,Standard,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,high,single,998883,61
small,Sira_Alice_Royal,11,3,Basic-Ceramic,0,Wall-Mounted,2,Standard,0,Luxury_Enclosure,0,Wall-Hung,0,Electric-30liters,poor,single,478742,46
small,Primavera_H500,3,1,Wall-Hung,1,Wall-Mounted,1,Standard,2,Basic_Enclosure,0,Bidet-Mixer-Tap,0,Electric-50liters,poor,double,336658,27
medium,Sira_Alice_Royal,10,0,Basic-Ceramic,0,Wall-Mounted,2,Standard,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,Electric-50liters,poor,double,592649,40
big,COPA_Aluminium,2,3,One-Piece,3,Countertop,2,Luxury,1,Luxury_Enclosure,0,Wall-Hung,0,GAS-11liters,high,double,550357,39
small,FONDITAL_ARDENTE_C2,12,2,Basic-Ceramic,1,Wall-Mounted,0,Standard,0,Luxury_Enclosure,2,Wall-Hung,0,GAS-6liters,poor,single,474208,45
small,Samochauf_SAHD,13,0,Wall-Hung,1,Pedestal,2,Luxury,1,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,single,558232,57
medium,Sira_Alice_Royal,2,0,Wall-Hung,0,Pedestal,2,Luxury,2,Basic_Enclosure,2,Wall-Hung,1,GAS-6liters,poor,single,472928,34
medium,Primavera_H500,2,1,Basic-Ceramic,2,Wall-Mounted,0,Luxury,1,Luxury_Enclosure,1,Wall-Hung,0,Electric-50liters,poor,single,269150,19
small,COPA_Aluminium,15,3,Basic-Ceramic,2,Countertop,2,Luxury,0,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-50liters,high,single,634403,49
big,Sira_Alice_Royal,10,1,Wall-Hung,3,Wall-Mounted,2,Standard,2,Luxury_Enclosure,2,Wall-Hung,2,GAS-11liters,high,single,890304,69
big,Sira_Alice_Royal,16,0,One-Piece,3,Wall-Mounted,0,Standard,2,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-6liters,high,single,735075,70
small,Primavera_H500,14,3,One-Piece,3,Wall-Mounted,1,Luxury,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,double,826922,53
small,Sira_Alice_Royal,12,0,Basic-Ceramic,2,Pedestal,1,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,single,497806,38
small,COPA_Aluminium,3,0,Wall-Hung,2,Wall-Mounted,2,Luxury,1,Basic_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,single,407171,29
small,GLOBAL_ISEO_350,2,1,One-Piece,2,Pedestal,1,Luxury,2,Basic_Enclosure,0,Wall-Hung,0,Electric-30liters,poor,double,511614,28
medium,Primavera_H500,11,0,Basic-Ceramic,3,Countertop,0,Standard,2,Luxury_Enclosure,1,Wall-Hung,2,GAS-6liters,poor,double,841194,52
medium,Helyos_Evo,1,2,Wall-Hung,0,Countertop,0,Standard,1,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,poor,single,222181,19
big,Helyos_Evo,1,3,One-Piece,0,Countertop,1,Standard,2,Basic_Enclosure,1,Bidet-Mixer-Tap,0,Electric-30liters,high,single,354011,24
small,FONDITAL_ARDENTE_C2,4,2,One-Piece,1,Wall-Mounted,2,Standard,1,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,poor,single,398197,37
small,Helyos_Evo,0,1,Basic-Ceramic,0,Wall-Mounted,0,Luxury,2,Luxury_Enclosure,1,Wall-Hung,1,GAS-11liters,poor,single,393880,22
big,Samochauf_SAHD,4,1,Wall-Hung,1,Countertop,2,Standard,0,Luxury_Enclosure,1,Bidet-Ceramic,0,Electric-30liters,high,double,303041,34
medium,GLOBAL_ISEO_350,1,2,Wall-Hung,3,Countertop,2,Standard,1,Basic_Enclosure,1,Wall-Hung,1,Electric-30liters,poor,single,511522,37
medium,COPA_Aluminium,16,1,One-Piece,3,Pedestal,2,Standard,0,Luxury_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,582953,58
small,Primavera_H500,0,2,Basic-Ceramic,1,Countertop,1,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,0,Electric-50liters,high,single,175136,16
small,Sira_Alice_Royal,7,1,Basic-Ceramic,2,Wall-Mounted,0,Standard,0,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-11liters,high,single,351672,33
big,GLOBAL_ISEO_350,10,0,Basic-Ceramic,0,Wall-Mounted,1,Standard,2,Basic_Enclosure,0,Wall-Hung,2,Electric-30liters,high,single,1385976,42
medium,Samochauf_SAHD,0,0,Basic-Ceramic,2,Wall-Mounted,1,Standard,1,Luxury_Enclosure,2,Wall-Hung,0,GAS-11liters,poor,single,246715,15
small,FONDITAL_ARDENTE_C2,12,0,Basic-Ceramic,2,Wall-Mounted,2,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,0,GAS-6liters,high,single,636744,47
big,FONDITAL_ARDENTE_C2,3,2,Basic-Ceramic,3,Wall-Mounted,0,Standard,0,Luxury_Enclosure,2,Bidet-Ceramic,1,GAS-11liters,high,single,251617,22
medium,COPA_Aluminium,9,3,One-Piece,2,Pedestal,1,Standard,2,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,poor,double,522863,45
small,Primavera_H500,14,0,Basic-Ceramic,1,Pedestal,2,Luxury,0,Basic_Enclosure,0,Wall-Hung,1,Electric-30liters,high,double,623606,61
medium,COPA_Aluminium,15,0,Basic-Ceramic,2,Pedestal,2,Standard,0,Basic_Enclosure,2,Bidet-Mixer-Tap,2,Electric-30liters,high,single,579966,69
medium,FONDITAL_ARDENTE_C2,15,2,Wall-Hung,2,Countertop,1,Luxury,1,Basic_Enclosure,0,Wall-Hung,0,GAS-11liters,poor,double,723832,67
big,Helyos_Evo,6,1,Basic-Ceramic,0,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,2,Bidet-Mixer-Tap,1,Electric-30liters,high,double,484917,39
medium,Primavera_H500,1,2,One-Piece,0,Pedestal,0,Standard,1,Basic_Enclosure,1,Bidet-Mixer-Tap,2,Electric-30liters,poor,double,279090,20
medium,Sira_Alice_Royal,13,1,Basic-Ceramic,1,Wall-Mounted,1,Standard,1,Basic_Enclosure,0,Bidet-Ceramic,1,GAS-11liters,poor,double,625022,47
small,FONDITAL_ARDENTE_C2,16,2,Basic-Ceramic,0,Wall-Mounted,1,Standard,2,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-11liters,high,single,810331,55
medium,Samochauf_SAHD,5,3,Wall-Hung,1,Countertop,1,Luxury,2,Luxury_Enclosure,0,Bidet-Mixer-Tap,0,GAS-11liters,poor,double,634406,42
big,COPA_Aluminium,11,3,One-Piece,2,Countertop,1,Standard,2,Luxury_Enclosure,1,Wall-Hung,1,Electric-50liters,high,single,794613,74
big,FONDITAL_ARDENTE_C2,1,3,One-Piece,3,Wall-Mounted,2,Standard,0,Luxury_Enclosure,1,Wall-Hung,2,GAS-11liters,high,single,374561,30
big,GLOBAL_ISEO_350,2,0,Basic-Ceramic,0,Wall-Mounted,1,Standard,2,Basic_Enclosure,1,Bidet-Ceramic,2,GAS-11liters,poor,double,602291,33
medium,Primavera_H500,9,3,Basic-Ceramic,3,Wall-Mounted,1,Luxury,1,Luxury_Enclosure,1,Wall-Hung,0,GAS-11liters,poor,single,625654,46
big,Helyos_Evo,4,2,Wall-Hung,2,Pedestal,2,Standard,1,Basic_Enclosure,1,Bidet-Ceramic,2,Electric-30liters,high,double,454674,35
big,FONDITAL_ARDENTE_C2,0,3,Basic-Ceramic,3,Wall-Mounted,1,Luxury,2,Luxury_Enclosure,1,Bidet-Mixer-Tap,0,GAS-11liters,poor,single,426443,35
big,Samochauf_SAHD,8,0,Wall-Hung,3,Wall-Mounted,2,Luxury,0,Luxury_Enclosure,1,Bidet-Ceramic,1,GAS-6liters,poor,single,457901,32
medium,Helyos_Evo,10,2,Basic-Ceramic,3,Pedestal,0,Luxury,1,Basic_Enclosure,0,Bidet-Mixer-Tap,2,GAS-6liters,poor,single,477993,37
medium,Sira_Alice_Royal,12,3,Basic-Ceramic,2,Countertop,0,Luxury,0,Basic_Enclosure,0,Bidet-Ceramic,0,GAS-6liters,poor,single,508430,47
medium,COPA_Aluminium,10,2,Basic-Ceramic,0,Wall-Mounted,2,Standard,1,Luxury_Enclosure,1,Bidet-Ceramic,0,GAS-11liters,high,single,492583,46
big,Sira_Alice_Royal,8,2,One-Piece,2,Countertop,0,Luxury,1,Basic_Enclosure,2,Bidet-Ceramic,2,GAS-6liters,high,single,584603,55
small,GLOBAL_ISEO_350,11,3,Wall-Hung,3,Wall-Mounted,0,Luxury,0,Luxury_Enclosure,1,Bidet-Mixer-Tap,2,Electric-50liters,high,double,1466880,59
big,Helyos_Evo,6,2,Wall-Hung,0,Countertop,2,Standard,1,Basic_Enclosure,0,Wall-Hung,1,GAS-11liters,poor,double,518107,38
